NDOC,FECHA,Tipo de Producto o Servicio,CPROD,Producto/Servicio,Variante,Tipo de Prod.,Estacion
3604,02/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3605,02/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3606,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3607,02/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3607,02/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3608,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3609,02/03/2019,Abarrotes,119,Snack Mix,Ramitas,Comestible,Verano
3609,02/03/2019,Abarrotes,8,Bon o Bon,Clásico 15g,Comestible,Verano
3610,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3610,02/03/2019,Abarrotes,57,Super 8,29g,Comestible,Verano
3610,02/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3611,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3612,02/03/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Verano
3613,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3614,02/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3615,02/03/2019,Accesorio auto,46,Sonax,Espuma limpia tapiz 400ml,Accesorio Auto,Verano
3616,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3617,02/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3618,02/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3619,02/03/2019,Helados,138,Cremoso,Yogurt griego,Comestible,Verano
3620,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3621,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3621,02/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3622,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3623,02/03/2019,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Verano
3624,02/03/2019,Accesorio auto,42,Sonax,Limpia Tapices 500ml,Accesorio Auto,Verano
3625,02/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3626,02/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3626,02/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3627,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3627,02/03/2019,Accesorio auto,1545834855526,Areon,Fresco Manzana canela,Accesorio Auto,Verano
3628,02/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3628,02/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3629,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3630,02/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3631,02/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3631,02/03/2019,Accesorio auto,1545835137869,Areon,Fresco New Car,Accesorio Auto,Verano
3631,02/03/2019,Lavado Express,150,Express,Sobre medida,Servicio de Lavado,Verano
3632,02/03/2019,Abarrotes,60,Toddy block,101g,Comestible,Verano
3633,02/03/2019,Abarrotes,89,Chicle Bigtime,Strong,Comestible,Verano
3634,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3634,02/03/2019,Abarrotes,57,Super 8,29g,Comestible,Verano
3635,02/03/2019,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Verano
3636,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3637,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3638,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3639,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3640,02/03/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
3640,02/03/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Verano
3641,02/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3642,02/03/2019,Café,39,Marley Coffe,Espresso,Bebestible,Verano
3643,02/03/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
3644,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3645,03/03/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
3646,03/03/2019,Abarrotes,90,Chicle Bigtime,Sandia,Comestible,Verano
3647,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3647,03/03/2019,Helados,134,Relleno,Maracuyá leche condensada,Comestible,Verano
3648,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3649,03/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3650,03/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3651,03/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3652,03/03/2019,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
3652,03/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3652,03/03/2019,Accesorio auto,1545837267389,Toalla,Para Manos,Accesorio Auto,Verano
3653,03/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3654,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3654,03/03/2019,Abarrotes,71,Protein snack,Rich caramel,Comestible,Verano
3654,03/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3655,03/03/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
3655,03/03/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Verano
3656,03/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3657,03/03/2019,Abarrotes,130,Mini,Toddy,Comestible,Verano
3658,03/03/2019,Café,39,Marley Coffe,Espresso,Bebestible,Verano
3658,03/03/2019,Abarrotes,66,Protein Bite,Chocolate&Crunch,Comestible,Verano
3658,03/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3659,03/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3659,03/03/2019,Bebidas,1549655524226,Andina del Valle,Manzana,Bebestible,Verano
3659,03/03/2019,Abarrotes,58,Negrita,30g,Comestible,Verano
3660,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3661,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3662,03/03/2019,Bebidas,108,Vitamin Water,Essential,Bebestible,Verano
3662,03/03/2019,Abarrotes,79,Barra Quaker,Frutilla 20g,Comestible,Verano
3663,03/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3664,03/03/2019,Café,39,Marley Coffe,Espresso,Bebestible,Verano
3664,03/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3665,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3666,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3667,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3668,03/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3669,03/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3670,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3671,03/03/2019,Abarrotes,61,Galleta,Prestigio 80g,Comestible,Verano
3672,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3673,03/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3673,03/03/2019,Accesorio auto,1549046845878,Slim,Red Fruits,Accesorio Auto,Verano
3674,03/03/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Verano
3675,03/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3676,03/03/2019,Helados,143,Cremoso,Manjar Nuez,Comestible,Verano
3676,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3676,03/03/2019,Accesorio auto,1545834855526,Areon,Fresco Manzana canela,Accesorio Auto,Verano
3677,03/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3678,03/03/2019,Bebidas,102,Aquarius,Manzana 500ml,Bebestible,Verano
3679,03/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3680,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3681,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3682,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3683,04/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3684,04/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3685,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3685,04/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3686,04/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3686,04/03/2019,Abarrotes,91,Chicle Bigtime,Refrescante,Comestible,Verano
3687,04/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3688,04/03/2019,Abarrotes,128,Galleton,Chips Chocolate,Comestible,Verano
3689,04/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3690,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3691,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3692,04/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3692,04/03/2019,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
3693,04/03/2019,Bebidas,95,Coca-cola zero,Lata 220ml,Bebestible,Verano
3693,04/03/2019,Accesorio auto,1545835679641,Areon,KEN Vainilla,Accesorio Auto,Verano
3694,04/03/2019,Accesorio auto,1549034377232,Areon,KEN coffee,Accesorio Auto,Verano
3694,04/03/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
3695,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3696,04/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3697,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3698,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3699,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3700,04/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3700,04/03/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
3701,04/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3701,04/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3702,04/03/2019,Helados,140,Cremoso,Oreo,Comestible,Verano
3702,04/03/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
3703,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3704,04/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3705,04/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3706,04/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3707,04/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3708,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3708,04/03/2019,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Verano
3709,04/03/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
3709,04/03/2019,Abarrotes,8,Bon o Bon,Clásico 15g,Comestible,Verano
3709,04/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3710,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3710,04/03/2019,Accesorio auto,1545835137869,Areon,Fresco New Car,Accesorio Auto,Verano
3711,04/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3712,04/03/2019,Abarrotes,61,Galleta,Prestigio 80g,Comestible,Verano
3713,04/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3713,04/03/2019,Abarrotes,56,Barra chocolate,Trencito 24g,Comestible,Verano
3713,04/03/2019,Bebidas,1549647348812,Andina del Valle,Naranja,Bebestible,Verano
3714,04/03/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
3715,04/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3716,04/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3717,04/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3717,04/03/2019,Accesorio auto,1545835755675,Areon,KEN Manzana canela,Accesorio Auto,Verano
3718,04/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3719,04/03/2019,Helados,143,Cremoso,Manjar Nuez,Comestible,Verano
3719,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3720,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3721,04/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3722,04/03/2019,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
3722,04/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3723,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3724,04/03/2019,Accesorio auto,1545837208369,Toalla,Para tableros,Accesorio Auto,Verano
3724,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3725,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3726,04/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3727,04/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3728,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3729,04/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3730,04/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3731,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3732,04/03/2019,Abarrotes,65,Protein Bite,Caramel Peanuts,Comestible,Verano
3732,04/03/2019,Bebidas,1551115247925,Redbull,Normal 250ml,Bebestible,Verano
3733,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3734,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3735,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3736,05/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3736,05/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3736,05/03/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Verano
3736,05/03/2019,Accesorio auto,50,Sonax,Abrasivo para cromo 75ml,Accesorio Auto,Verano
3737,05/03/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
3738,05/03/2019,Abarrotes,130,Mini,Toddy,Comestible,Verano
3739,05/03/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Verano
3740,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3740,05/03/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Verano
3741,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3742,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3743,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3744,05/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3745,05/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3746,05/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3747,05/03/2019,Accesorio auto,1549034377232,Areon,KEN coffee,Accesorio Auto,Verano
3747,05/03/2019,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Verano
3747,05/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3747,05/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3748,05/03/2019,Bebidas,110,Vitamin Water,Energy,Bebestible,Verano
3748,05/03/2019,Abarrotes,64,Paleo Bar,Almendras Coco,Comestible,Verano
3749,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3750,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3750,05/03/2019,Accesorio auto,1549034377232,Areon,KEN coffee,Accesorio Auto,Verano
3751,05/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3752,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3753,05/03/2019,Bebidas,1551115774257,Cachantun,Gasificada 500ml,Bebestible,Verano
3754,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3755,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3756,05/03/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
3757,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3757,05/03/2019,Abarrotes,82,Grill,Clásico 35g,Comestible,Verano
3758,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3759,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3760,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3761,05/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3762,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3762,05/03/2019,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
3763,05/03/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
3763,05/03/2019,Bebidas,103,Aquarius,Pera 500ml,Bebestible,Verano
3764,05/03/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
3765,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3766,05/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3767,06/03/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
3768,06/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3769,06/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3770,06/03/2019,Accesorio auto,1545836766390,Toalla,Para vidrios,Accesorio Auto,Verano
3771,06/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
3772,06/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3773,06/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3773,06/03/2019,Accesorio auto,1551707546108,Areon,Fresco Pino,Accesorio Auto,Verano
3774,06/03/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
3775,06/03/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
3776,06/03/2019,Café,39,Marley Coffe,Espresso,Bebestible,Verano
3777,06/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
3778,06/03/2019,Bebidas,1551459769692,Cachantun,Sin Gas 500ml,Bebestible,Verano
3779,06/03/2019,Abarrotes,66,Protein Bite,Chocolate&Crunch,Comestible,Verano
3779,06/03/2019,Café,41,Marley Coffe,Grande,Bebestible,Verano
3780,06/03/2019,Bebidas,1551459769692,Cachantun,Sin Gas 500ml,Bebestible,Verano
3781,06/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
3782,06/03/2019,Accesorio auto,1545835755675,Areon,KEN Manzana canela,Accesorio Auto,Verano
